s	o
https://cso.kmi.open.ac.uk/topics/eigenface	http://dbpedia.org/resource/Eigenface
https://cso.kmi.open.ac.uk/topics/eigenface	http://www.wikidata.org/entity/Q29695
https://cso.kmi.open.ac.uk/topics/eigenface	http://rdf.freebase.com/ns/m.01y_jr
https://cso.kmi.open.ac.uk/topics/facial_feature_points	http://dbpedia.org/resource/Face
https://cso.kmi.open.ac.uk/topics/facial_feature	http://dbpedia.org/resource/Face
https://cso.kmi.open.ac.uk/topics/facial_feature_points	http://www.wikidata.org/entity/Q37017
https://cso.kmi.open.ac.uk/topics/facial_feature	http://www.wikidata.org/entity/Q37017
https://cso.kmi.open.ac.uk/topics/facial_feature_points	http://rdf.freebase.com/ns/m.0dzct
https://cso.kmi.open.ac.uk/topics/facial_feature	http://rdf.freebase.com/ns/m.0dzct
https://cso.kmi.open.ac.uk/topics/human_face_detection	http://dbpedia.org/resource/Face_detection
https://cso.kmi.open.ac.uk/topics/face_detection_algorithm	http://dbpedia.org/resource/Face_detection
https://cso.kmi.open.ac.uk/topics/face_detection_system	http://dbpedia.org/resource/Face_detection
https://cso.kmi.open.ac.uk/topics/face_detection_methods	http://dbpedia.org/resource/Face_detection
https://cso.kmi.open.ac.uk/topics/face_detection	http://dbpedia.org/resource/Face_detection
https://cso.kmi.open.ac.uk/topics/face_detection_and_recognition	http://dbpedia.org/resource/Face_detection
https://cso.kmi.open.ac.uk/topics/human_face_detection	http://www.wikidata.org/entity/Q11681085
https://cso.kmi.open.ac.uk/topics/face_detection_algorithm	http://www.wikidata.org/entity/Q11681085
https://cso.kmi.open.ac.uk/topics/face_detection_system	http://www.wikidata.org/entity/Q11681085
https://cso.kmi.open.ac.uk/topics/face_detection_methods	http://www.wikidata.org/entity/Q11681085
https://cso.kmi.open.ac.uk/topics/face_detection	http://www.wikidata.org/entity/Q11681085
https://cso.kmi.open.ac.uk/topics/face_detection_and_recognition	http://www.wikidata.org/entity/Q11681085
https://cso.kmi.open.ac.uk/topics/human_face_detection	http://rdf.freebase.com/ns/m.02y_80
https://cso.kmi.open.ac.uk/topics/face_detection_algorithm	http://rdf.freebase.com/ns/m.02y_80
https://cso.kmi.open.ac.uk/topics/face_detection_system	http://rdf.freebase.com/ns/m.02y_80
https://cso.kmi.open.ac.uk/topics/face_detection_methods	http://rdf.freebase.com/ns/m.02y_80
https://cso.kmi.open.ac.uk/topics/face_detection	http://rdf.freebase.com/ns/m.02y_80
https://cso.kmi.open.ac.uk/topics/face_detection_and_recognition	http://rdf.freebase.com/ns/m.02y_80
https://cso.kmi.open.ac.uk/topics/skin_color_models	http://dbpedia.org/resource/Human_skin_color
https://cso.kmi.open.ac.uk/topics/skin_color_models	http://www.wikidata.org/entity/Q853516
https://cso.kmi.open.ac.uk/topics/skin_color_models	http://rdf.freebase.com/ns/m.09h4g
https://cso.kmi.open.ac.uk/topics/skin_color_model	http://dbpedia.org/resource/Color_model
https://cso.kmi.open.ac.uk/topics/skin_color_model	http://www.wikidata.org/entity/Q2294018
https://cso.kmi.open.ac.uk/topics/skin_color_model	http://rdf.freebase.com/ns/m.06bk51
https://cso.kmi.open.ac.uk/topics/illumination_conditions	http://dbpedia.org/resource/Lighting
https://cso.kmi.open.ac.uk/topics/illumination_conditions	http://www.wikidata.org/entity/Q210064
https://cso.kmi.open.ac.uk/topics/illumination_conditions	http://rdf.freebase.com/ns/m.019sc6
https://cso.kmi.open.ac.uk/topics/hamming_distance	http://dbpedia.org/resource/Hamming_distance
https://cso.kmi.open.ac.uk/topics/hamming_distance	http://www.wikidata.org/entity/Q272172
https://cso.kmi.open.ac.uk/topics/hamming_distance	http://rdf.freebase.com/ns/m.0b9j_
https://cso.kmi.open.ac.uk/topics/hamming_distance	http://yago-knowledge.org/resource/Hamming_distance
https://cso.kmi.open.ac.uk/topics/iris_recognition	http://dbpedia.org/resource/Iris_recognition
https://cso.kmi.open.ac.uk/topics/iris_recognition_systems	http://dbpedia.org/resource/Iris_recognition
https://cso.kmi.open.ac.uk/topics/iris_recognition_algorithm	http://dbpedia.org/resource/Iris_recognition
https://cso.kmi.open.ac.uk/topics/iris_recognition	http://www.wikidata.org/entity/Q1672722
https://cso.kmi.open.ac.uk/topics/iris_recognition_systems	http://www.wikidata.org/entity/Q1672722
https://cso.kmi.open.ac.uk/topics/iris_recognition_algorithm	http://www.wikidata.org/entity/Q1672722
https://cso.kmi.open.ac.uk/topics/iris_recognition	http://rdf.freebase.com/ns/m.02008y
https://cso.kmi.open.ac.uk/topics/iris_recognition_systems	http://rdf.freebase.com/ns/m.02008y
https://cso.kmi.open.ac.uk/topics/iris_recognition_algorithm	http://rdf.freebase.com/ns/m.02008y
https://cso.kmi.open.ac.uk/topics/iris_recognition	http://yago-knowledge.org/resource/Iris_recognition
https://cso.kmi.open.ac.uk/topics/iris_recognition_systems	http://yago-knowledge.org/resource/Iris_recognition
https://cso.kmi.open.ac.uk/topics/iris_recognition_algorithm	http://yago-knowledge.org/resource/Iris_recognition
https://cso.kmi.open.ac.uk/topics/gabor_filter_banks	http://dbpedia.org/resource/Gabor_filter
https://cso.kmi.open.ac.uk/topics/gabor_filter	http://dbpedia.org/resource/Gabor_filter
https://cso.kmi.open.ac.uk/topics/gabor_filter_banks	http://www.wikidata.org/entity/Q2447890
https://cso.kmi.open.ac.uk/topics/gabor_filter	http://www.wikidata.org/entity/Q2447890
https://cso.kmi.open.ac.uk/topics/gabor_filter_banks	http://rdf.freebase.com/ns/m.05czjd
https://cso.kmi.open.ac.uk/topics/gabor_filter	http://rdf.freebase.com/ns/m.05czjd
https://cso.kmi.open.ac.uk/topics/gabor_filter_banks	http://yago-knowledge.org/resource/Gabor_filter
https://cso.kmi.open.ac.uk/topics/gabor_filter	http://yago-knowledge.org/resource/Gabor_filter
https://cso.kmi.open.ac.uk/topics/sparse_approximation	http://dbpedia.org/resource/Sparse_approximation
https://cso.kmi.open.ac.uk/topics/sparse_representations	http://dbpedia.org/resource/Sparse_approximation
https://cso.kmi.open.ac.uk/topics/sparse_approximation	http://www.wikidata.org/entity/Q7573787
https://cso.kmi.open.ac.uk/topics/sparse_representations	http://www.wikidata.org/entity/Q7573787
https://cso.kmi.open.ac.uk/topics/sparse_approximation	http://rdf.freebase.com/ns/m.03qj3p4
https://cso.kmi.open.ac.uk/topics/sparse_representations	http://rdf.freebase.com/ns/m.03qj3p4
https://cso.kmi.open.ac.uk/topics/basis_pursuit	http://dbpedia.org/resource/Basis_pursuit
https://cso.kmi.open.ac.uk/topics/basis_pursuit	http://www.wikidata.org/entity/Q4867576
https://cso.kmi.open.ac.uk/topics/basis_pursuit	http://rdf.freebase.com/ns/m.0ds66j_
https://cso.kmi.open.ac.uk/topics/principle_component_analysis	http://dbpedia.org/resource/Principal_component_analysis
https://cso.kmi.open.ac.uk/topics/principle_component_analysis_%28pca%29	http://dbpedia.org/resource/Principal_component_analysis
https://cso.kmi.open.ac.uk/topics/principle_component_analysis	http://www.wikidata.org/entity/Q2873
https://cso.kmi.open.ac.uk/topics/principle_component_analysis_%28pca%29	http://www.wikidata.org/entity/Q2873
https://cso.kmi.open.ac.uk/topics/principle_component_analysis	http://rdf.freebase.com/ns/m.07s82n4
https://cso.kmi.open.ac.uk/topics/principle_component_analysis_%28pca%29	http://rdf.freebase.com/ns/m.07s82n4
https://cso.kmi.open.ac.uk/topics/principle_component_analysis	http://yago-knowledge.org/resource/Principal_component_analysis
https://cso.kmi.open.ac.uk/topics/principle_component_analysis_%28pca%29	http://yago-knowledge.org/resource/Principal_component_analysis
https://cso.kmi.open.ac.uk/topics/object_detection	http://dbpedia.org/resource/Object_detection
https://cso.kmi.open.ac.uk/topics/object_detection_algorithms	http://dbpedia.org/resource/Object_detection
https://cso.kmi.open.ac.uk/topics/object_detection_systems	http://dbpedia.org/resource/Object_detection
https://cso.kmi.open.ac.uk/topics/object_detection_method	http://dbpedia.org/resource/Object_detection
https://cso.kmi.open.ac.uk/topics/moving_object_detection	http://dbpedia.org/resource/Object_detection
https://cso.kmi.open.ac.uk/topics/object_detection	http://www.wikidata.org/entity/Q3045304
https://cso.kmi.open.ac.uk/topics/object_detection_algorithms	http://www.wikidata.org/entity/Q3045304
https://cso.kmi.open.ac.uk/topics/object_detection_systems	http://www.wikidata.org/entity/Q3045304
https://cso.kmi.open.ac.uk/topics/object_detection_method	http://www.wikidata.org/entity/Q3045304
https://cso.kmi.open.ac.uk/topics/moving_object_detection	http://www.wikidata.org/entity/Q3045304
https://cso.kmi.open.ac.uk/topics/object_detection	http://rdf.freebase.com/ns/m.03x_t5q
https://cso.kmi.open.ac.uk/topics/object_detection_algorithms	http://rdf.freebase.com/ns/m.03x_t5q
https://cso.kmi.open.ac.uk/topics/object_detection_systems	http://rdf.freebase.com/ns/m.03x_t5q
https://cso.kmi.open.ac.uk/topics/object_detection_method	http://rdf.freebase.com/ns/m.03x_t5q
https://cso.kmi.open.ac.uk/topics/moving_object_detection	http://rdf.freebase.com/ns/m.03x_t5q
https://cso.kmi.open.ac.uk/topics/object_detection	http://yago-knowledge.org/resource/Object_detection
https://cso.kmi.open.ac.uk/topics/object_detection_algorithms	http://yago-knowledge.org/resource/Object_detection
https://cso.kmi.open.ac.uk/topics/object_detection_systems	http://yago-knowledge.org/resource/Object_detection
https://cso.kmi.open.ac.uk/topics/object_detection_method	http://yago-knowledge.org/resource/Object_detection
https://cso.kmi.open.ac.uk/topics/moving_object_detection	http://yago-knowledge.org/resource/Object_detection
https://cso.kmi.open.ac.uk/topics/detector_circuits	http://dbpedia.org/resource/Sensor
https://cso.kmi.open.ac.uk/topics/detector_circuits	http://www.wikidata.org/entity/Q167676
https://cso.kmi.open.ac.uk/topics/detector_circuits	http://rdf.freebase.com/ns/m.01j7cq
https://cso.kmi.open.ac.uk/topics/histogram_equalization	http://dbpedia.org/resource/Histogram_equalization
https://cso.kmi.open.ac.uk/topics/histogram_equalization	http://www.wikidata.org/entity/Q1970240
https://cso.kmi.open.ac.uk/topics/histogram_equalization	http://rdf.freebase.com/ns/m.0by9jz
https://cso.kmi.open.ac.uk/topics/stereo_matching	http://dbpedia.org/resource/Computer_stereo_vision
https://cso.kmi.open.ac.uk/topics/stereo_matching	http://www.wikidata.org/entity/Q5157586
https://cso.kmi.open.ac.uk/topics/stereo_matching	http://rdf.freebase.com/ns/m.06w28sp
https://cso.kmi.open.ac.uk/topics/stereo_matching	http://yago-knowledge.org/resource/Computer_stereo_vision
https://cso.kmi.open.ac.uk/topics/disparity_map	http://dbpedia.org/resource/Binocular_disparity
https://cso.kmi.open.ac.uk/topics/binocular_disparity	http://dbpedia.org/resource/Binocular_disparity
https://cso.kmi.open.ac.uk/topics/disparity_map	http://www.wikidata.org/entity/Q11681118
https://cso.kmi.open.ac.uk/topics/binocular_disparity	http://www.wikidata.org/entity/Q11681118
https://cso.kmi.open.ac.uk/topics/disparity_map	http://rdf.freebase.com/ns/m.02pgdhm
https://cso.kmi.open.ac.uk/topics/binocular_disparity	http://rdf.freebase.com/ns/m.02pgdhm
https://cso.kmi.open.ac.uk/topics/disparity_map	http://yago-knowledge.org/resource/Binocular_disparity
https://cso.kmi.open.ac.uk/topics/binocular_disparity	http://yago-knowledge.org/resource/Binocular_disparity
https://cso.kmi.open.ac.uk/topics/color_printing	http://dbpedia.org/resource/Color_printing
https://cso.kmi.open.ac.uk/topics/color_printing	http://www.wikidata.org/entity/Q1396295
https://cso.kmi.open.ac.uk/topics/color_printing	http://rdf.freebase.com/ns/m.03s2vc
https://cso.kmi.open.ac.uk/topics/binoculars	http://dbpedia.org/resource/Binoculars
https://cso.kmi.open.ac.uk/topics/binoculars	http://www.wikidata.org/entity/Q102626
https://cso.kmi.open.ac.uk/topics/binoculars	http://rdf.freebase.com/ns/m.0lt4_
https://cso.kmi.open.ac.uk/topics/epipolar_line	http://dbpedia.org/resource/Epipolar_geometry
https://cso.kmi.open.ac.uk/topics/epipolar_geometry	http://dbpedia.org/resource/Epipolar_geometry
https://cso.kmi.open.ac.uk/topics/epipolar	http://dbpedia.org/resource/Epipolar_geometry
https://cso.kmi.open.ac.uk/topics/epipolar_line	http://www.wikidata.org/entity/Q200904
https://cso.kmi.open.ac.uk/topics/epipolar_geometry	http://www.wikidata.org/entity/Q200904
https://cso.kmi.open.ac.uk/topics/epipolar	http://www.wikidata.org/entity/Q200904
https://cso.kmi.open.ac.uk/topics/epipolar_line	http://rdf.freebase.com/ns/m.026hs0h
https://cso.kmi.open.ac.uk/topics/epipolar_geometry	http://rdf.freebase.com/ns/m.026hs0h
https://cso.kmi.open.ac.uk/topics/epipolar	http://rdf.freebase.com/ns/m.026hs0h
https://cso.kmi.open.ac.uk/topics/epipolar_line	http://yago-knowledge.org/resource/Epipolar_geometry
https://cso.kmi.open.ac.uk/topics/epipolar_geometry	http://yago-knowledge.org/resource/Epipolar_geometry
https://cso.kmi.open.ac.uk/topics/epipolar	http://yago-knowledge.org/resource/Epipolar_geometry
https://cso.kmi.open.ac.uk/topics/stereo_camera	http://dbpedia.org/resource/Stereo_camera
https://cso.kmi.open.ac.uk/topics/stereo_camera	http://www.wikidata.org/entity/Q313783
https://cso.kmi.open.ac.uk/topics/stereo_camera	http://rdf.freebase.com/ns/m.056ykb
https://cso.kmi.open.ac.uk/topics/stereo_camera	http://yago-knowledge.org/resource/Stereo_camera
https://cso.kmi.open.ac.uk/topics/stereo_image_pairs	http://dbpedia.org/resource/Stereo_imaging
https://cso.kmi.open.ac.uk/topics/stereo_image	http://dbpedia.org/resource/Stereo_imaging
https://cso.kmi.open.ac.uk/topics/stereo_image_pairs	http://www.wikidata.org/entity/Q7611221
https://cso.kmi.open.ac.uk/topics/stereo_image	http://www.wikidata.org/entity/Q7611221
https://cso.kmi.open.ac.uk/topics/stereo_image_pairs	http://rdf.freebase.com/ns/m.07775r
https://cso.kmi.open.ac.uk/topics/stereo_image	http://rdf.freebase.com/ns/m.07775r
https://cso.kmi.open.ac.uk/topics/gesture_recognition	http://dbpedia.org/resource/Gesture_recognition
https://cso.kmi.open.ac.uk/topics/hand_gesture_recognition	http://dbpedia.org/resource/Gesture_recognition
https://cso.kmi.open.ac.uk/topics/gesture_recognition_system	http://dbpedia.org/resource/Gesture_recognition
https://cso.kmi.open.ac.uk/topics/gesture_recognition	http://www.wikidata.org/entity/Q1519524
https://cso.kmi.open.ac.uk/topics/hand_gesture_recognition	http://www.wikidata.org/entity/Q1519524
https://cso.kmi.open.ac.uk/topics/gesture_recognition_system	http://www.wikidata.org/entity/Q1519524
https://cso.kmi.open.ac.uk/topics/gesture_recognition	http://rdf.freebase.com/ns/m.04zldy
https://cso.kmi.open.ac.uk/topics/hand_gesture_recognition	http://rdf.freebase.com/ns/m.04zldy
https://cso.kmi.open.ac.uk/topics/gesture_recognition_system	http://rdf.freebase.com/ns/m.04zldy
https://cso.kmi.open.ac.uk/topics/gesture_recognition	http://yago-knowledge.org/resource/Gesture_recognition
https://cso.kmi.open.ac.uk/topics/hand_gesture_recognition	http://yago-knowledge.org/resource/Gesture_recognition
https://cso.kmi.open.ac.uk/topics/gesture_recognition_system	http://yago-knowledge.org/resource/Gesture_recognition
https://cso.kmi.open.ac.uk/topics/kinect	http://dbpedia.org/resource/Kinect
https://cso.kmi.open.ac.uk/topics/microsoft_kinect	http://dbpedia.org/resource/Kinect
https://cso.kmi.open.ac.uk/topics/kinect	http://www.wikidata.org/entity/Q474334
https://cso.kmi.open.ac.uk/topics/microsoft_kinect	http://www.wikidata.org/entity/Q474334
https://cso.kmi.open.ac.uk/topics/kinect	http://rdf.freebase.com/ns/m.064krrv
https://cso.kmi.open.ac.uk/topics/microsoft_kinect	http://rdf.freebase.com/ns/m.064krrv
https://cso.kmi.open.ac.uk/topics/kinect	http://yago-knowledge.org/resource/Kinect
https://cso.kmi.open.ac.uk/topics/microsoft_kinect	http://yago-knowledge.org/resource/Kinect
https://cso.kmi.open.ac.uk/topics/hand_gesture	http://dbpedia.org/resource/List_of_gestures
https://cso.kmi.open.ac.uk/topics/hand_gesture	http://www.wikidata.org/entity/Q1703272
https://cso.kmi.open.ac.uk/topics/hand_gesture	http://rdf.freebase.com/ns/m.0244x1
https://cso.kmi.open.ac.uk/topics/wearable_computing	http://dbpedia.org/resource/Wearable_computer
https://cso.kmi.open.ac.uk/topics/wearable_computer	http://dbpedia.org/resource/Wearable_computer
https://cso.kmi.open.ac.uk/topics/wearable_computing	http://www.wikidata.org/entity/Q1334829
https://cso.kmi.open.ac.uk/topics/wearable_computer	http://www.wikidata.org/entity/Q1334829
https://cso.kmi.open.ac.uk/topics/wearable_computing	http://rdf.freebase.com/ns/m.081zt
https://cso.kmi.open.ac.uk/topics/wearable_computer	http://rdf.freebase.com/ns/m.081zt
https://cso.kmi.open.ac.uk/topics/wearable_computing	http://yago-knowledge.org/resource/Wearable_computer
https://cso.kmi.open.ac.uk/topics/wearable_computer	http://yago-knowledge.org/resource/Wearable_computer
https://cso.kmi.open.ac.uk/topics/hough_transform	http://dbpedia.org/resource/Hough_transform
https://cso.kmi.open.ac.uk/topics/generalized_hough_transform	http://dbpedia.org/resource/Hough_transform
https://cso.kmi.open.ac.uk/topics/hough_transform	http://www.wikidata.org/entity/Q195076
https://cso.kmi.open.ac.uk/topics/generalized_hough_transform	http://www.wikidata.org/entity/Q195076
https://cso.kmi.open.ac.uk/topics/hough_transform	http://rdf.freebase.com/ns/m.0283v0
https://cso.kmi.open.ac.uk/topics/generalized_hough_transform	http://rdf.freebase.com/ns/m.0283v0
https://cso.kmi.open.ac.uk/topics/hough_transform	http://yago-knowledge.org/resource/Hough_transform
https://cso.kmi.open.ac.uk/topics/generalized_hough_transform	http://yago-knowledge.org/resource/Hough_transform
https://cso.kmi.open.ac.uk/topics/gaussian_filter	http://dbpedia.org/resource/Gaussian_filter
https://cso.kmi.open.ac.uk/topics/gaussian_filter	http://www.wikidata.org/entity/Q1113935
https://cso.kmi.open.ac.uk/topics/gaussian_filter	http://rdf.freebase.com/ns/m.0f8jp9
https://cso.kmi.open.ac.uk/topics/gaussian_filter	http://yago-knowledge.org/resource/Gaussian_filter
https://cso.kmi.open.ac.uk/topics/histograms_of_oriented_gradients	http://dbpedia.org/resource/Histogram
https://cso.kmi.open.ac.uk/topics/histogram_shifting	http://dbpedia.org/resource/Histogram
https://cso.kmi.open.ac.uk/topics/color_histograms	http://dbpedia.org/resource/Histogram
https://cso.kmi.open.ac.uk/topics/histograms_of_oriented_gradients	http://www.wikidata.org/entity/Q185020
https://cso.kmi.open.ac.uk/topics/histogram_shifting	http://www.wikidata.org/entity/Q185020
https://cso.kmi.open.ac.uk/topics/color_histograms	http://www.wikidata.org/entity/Q185020
https://cso.kmi.open.ac.uk/topics/histograms_of_oriented_gradients	http://rdf.freebase.com/ns/m.03gfv
https://cso.kmi.open.ac.uk/topics/histogram_shifting	http://rdf.freebase.com/ns/m.03gfv
https://cso.kmi.open.ac.uk/topics/color_histograms	http://rdf.freebase.com/ns/m.03gfv
https://cso.kmi.open.ac.uk/topics/fisher_discriminant_analysis	http://dbpedia.org/resource/Linear_discriminant_analysis
https://cso.kmi.open.ac.uk/topics/linear_discriminant_analysis	http://dbpedia.org/resource/Linear_discriminant_analysis
https://cso.kmi.open.ac.uk/topics/linear_discriminant_analysis_%28lda%29	http://dbpedia.org/resource/Linear_discriminant_analysis
https://cso.kmi.open.ac.uk/topics/discriminant_analysis	http://dbpedia.org/resource/Linear_discriminant_analysis
https://cso.kmi.open.ac.uk/topics/fisher_discriminant_analysis	http://www.wikidata.org/entity/Q1228929
https://cso.kmi.open.ac.uk/topics/linear_discriminant_analysis	http://www.wikidata.org/entity/Q1228929
https://cso.kmi.open.ac.uk/topics/linear_discriminant_analysis_%28lda%29	http://www.wikidata.org/entity/Q1228929
https://cso.kmi.open.ac.uk/topics/discriminant_analysis	http://www.wikidata.org/entity/Q1228929
https://cso.kmi.open.ac.uk/topics/fisher_discriminant_analysis	http://rdf.freebase.com/ns/m.0542nb
https://cso.kmi.open.ac.uk/topics/linear_discriminant_analysis	http://rdf.freebase.com/ns/m.0542nb
https://cso.kmi.open.ac.uk/topics/linear_discriminant_analysis_%28lda%29	http://rdf.freebase.com/ns/m.0542nb
https://cso.kmi.open.ac.uk/topics/discriminant_analysis	http://rdf.freebase.com/ns/m.0542nb
https://cso.kmi.open.ac.uk/topics/fisher_discriminant_analysis	http://yago-knowledge.org/resource/Linear_discriminant_analysis
https://cso.kmi.open.ac.uk/topics/linear_discriminant_analysis	http://yago-knowledge.org/resource/Linear_discriminant_analysis
https://cso.kmi.open.ac.uk/topics/linear_discriminant_analysis_%28lda%29	http://yago-knowledge.org/resource/Linear_discriminant_analysis
https://cso.kmi.open.ac.uk/topics/discriminant_analysis	http://yago-knowledge.org/resource/Linear_discriminant_analysis
https://cso.kmi.open.ac.uk/topics/support_vector	http://dbpedia.org/resource/Euclidean_vector
https://cso.kmi.open.ac.uk/topics/vector_data	http://dbpedia.org/resource/Euclidean_vector
https://cso.kmi.open.ac.uk/topics/steering_vector	http://dbpedia.org/resource/Euclidean_vector
https://cso.kmi.open.ac.uk/topics/support_vector	http://www.wikidata.org/entity/Q44528
https://cso.kmi.open.ac.uk/topics/vector_data	http://www.wikidata.org/entity/Q44528
https://cso.kmi.open.ac.uk/topics/steering_vector	http://www.wikidata.org/entity/Q44528
https://cso.kmi.open.ac.uk/topics/support_vector	http://rdf.freebase.com/ns/m.07zz1
https://cso.kmi.open.ac.uk/topics/vector_data	http://rdf.freebase.com/ns/m.07zz1
https://cso.kmi.open.ac.uk/topics/steering_vector	http://rdf.freebase.com/ns/m.07zz1
https://cso.kmi.open.ac.uk/topics/support_vector	http://yago-knowledge.org/resource/Euclidean_vector
https://cso.kmi.open.ac.uk/topics/vector_data	http://yago-knowledge.org/resource/Euclidean_vector
https://cso.kmi.open.ac.uk/topics/steering_vector	http://yago-knowledge.org/resource/Euclidean_vector
https://cso.kmi.open.ac.uk/topics/color_filter_array	http://dbpedia.org/resource/Color_filter_array
https://cso.kmi.open.ac.uk/topics/color_filter_array	http://www.wikidata.org/entity/Q2468214
https://cso.kmi.open.ac.uk/topics/color_filter_array	http://rdf.freebase.com/ns/m.025tckk
https://cso.kmi.open.ac.uk/topics/color_filter_array	http://yago-knowledge.org/resource/Color_filter_array
https://cso.kmi.open.ac.uk/topics/rgb_color_space	http://dbpedia.org/resource/RGB_color_space
https://cso.kmi.open.ac.uk/topics/rgb_color_space	http://www.wikidata.org/entity/Q375677
https://cso.kmi.open.ac.uk/topics/rgb_color_space	http://rdf.freebase.com/ns/m.0151f3
https://cso.kmi.open.ac.uk/topics/demosaicing	http://dbpedia.org/resource/Demosaicing
https://cso.kmi.open.ac.uk/topics/demosaicing	http://www.wikidata.org/entity/Q263499
https://cso.kmi.open.ac.uk/topics/demosaicing	http://rdf.freebase.com/ns/m.08pykr
https://cso.kmi.open.ac.uk/topics/demosaicing	http://yago-knowledge.org/resource/Demosaicing
https://cso.kmi.open.ac.uk/topics/feature_space	http://dbpedia.org/resource/Feature_vector
https://cso.kmi.open.ac.uk/topics/feature_space	http://www.wikidata.org/entity/Q1921842
https://cso.kmi.open.ac.uk/topics/feature_space	http://rdf.freebase.com/ns/m.06l4zy
https://cso.kmi.open.ac.uk/topics/stereo_vision_system	http://dbpedia.org/resource/Stereopsis
https://cso.kmi.open.ac.uk/topics/stereoscopic_vision	http://dbpedia.org/resource/Stereopsis
https://cso.kmi.open.ac.uk/topics/stereopsis	http://dbpedia.org/resource/Stereopsis
https://cso.kmi.open.ac.uk/topics/stereo_vision_system	http://www.wikidata.org/entity/Q247932
https://cso.kmi.open.ac.uk/topics/stereoscopic_vision	http://www.wikidata.org/entity/Q247932
https://cso.kmi.open.ac.uk/topics/stereopsis	http://www.wikidata.org/entity/Q247932
https://cso.kmi.open.ac.uk/topics/stereo_vision_system	http://rdf.freebase.com/ns/m.0605x1
https://cso.kmi.open.ac.uk/topics/stereoscopic_vision	http://rdf.freebase.com/ns/m.0605x1
https://cso.kmi.open.ac.uk/topics/stereopsis	http://rdf.freebase.com/ns/m.0605x1
https://cso.kmi.open.ac.uk/topics/dominance%2C_ocular	http://dbpedia.org/resource/Ocular_dominance
https://cso.kmi.open.ac.uk/topics/dominance%2C_ocular	http://www.wikidata.org/entity/Q760286
https://cso.kmi.open.ac.uk/topics/dominance%2C_ocular	http://rdf.freebase.com/ns/m.04yry1
https://cso.kmi.open.ac.uk/topics/contrast_sensitivity	http://dbpedia.org/resource/Contrast_(vision)
https://cso.kmi.open.ac.uk/topics/contrast_sensitivity	http://www.wikidata.org/entity/Q690182
https://cso.kmi.open.ac.uk/topics/contrast_sensitivity	http://rdf.freebase.com/ns/m.0dw73p
https://cso.kmi.open.ac.uk/topics/contrast_sensitivity	http://yago-knowledge.org/resource/Contrast_(vision)
https://cso.kmi.open.ac.uk/topics/spatial_frequency_discrimination	http://dbpedia.org/resource/Spatial_frequency
https://cso.kmi.open.ac.uk/topics/spatial_frequency	http://dbpedia.org/resource/Spatial_frequency
https://cso.kmi.open.ac.uk/topics/high_spatial_frequency	http://dbpedia.org/resource/Spatial_frequency
https://cso.kmi.open.ac.uk/topics/spatial_frequency_discrimination	http://www.wikidata.org/entity/Q1650811
https://cso.kmi.open.ac.uk/topics/spatial_frequency	http://www.wikidata.org/entity/Q1650811
https://cso.kmi.open.ac.uk/topics/high_spatial_frequency	http://www.wikidata.org/entity/Q1650811
https://cso.kmi.open.ac.uk/topics/spatial_frequency_discrimination	http://rdf.freebase.com/ns/m.08mcw7
https://cso.kmi.open.ac.uk/topics/spatial_frequency	http://rdf.freebase.com/ns/m.08mcw7
https://cso.kmi.open.ac.uk/topics/high_spatial_frequency	http://rdf.freebase.com/ns/m.08mcw7
https://cso.kmi.open.ac.uk/topics/bilingual_corpora	http://dbpedia.org/resource/Multilingualism
https://cso.kmi.open.ac.uk/topics/multilingualism	http://dbpedia.org/resource/Multilingualism
https://cso.kmi.open.ac.uk/topics/bilingual_corpora	http://www.wikidata.org/entity/Q30081
https://cso.kmi.open.ac.uk/topics/multilingualism	http://www.wikidata.org/entity/Q30081
https://cso.kmi.open.ac.uk/topics/bilingual_corpora	http://rdf.freebase.com/ns/m.05c9jk
https://cso.kmi.open.ac.uk/topics/multilingualism	http://rdf.freebase.com/ns/m.05c9jk
https://cso.kmi.open.ac.uk/topics/bilingual_corpora	http://yago-knowledge.org/resource/Multilingualism
https://cso.kmi.open.ac.uk/topics/multilingualism	http://yago-knowledge.org/resource/Multilingualism
https://cso.kmi.open.ac.uk/topics/cortical_sensory_aphasia	http://dbpedia.org/resource/Cerebral_cortex
https://cso.kmi.open.ac.uk/topics/cortical_sensory_aphasia	http://www.wikidata.org/entity/Q75839
https://cso.kmi.open.ac.uk/topics/cortical_sensory_aphasia	http://rdf.freebase.com/ns/m.0g0t_
https://cso.kmi.open.ac.uk/topics/psycholinguistics	http://dbpedia.org/resource/Psycholinguistics
https://cso.kmi.open.ac.uk/topics/psycholinguistics	http://www.wikidata.org/entity/Q179488
https://cso.kmi.open.ac.uk/topics/psycholinguistics	http://rdf.freebase.com/ns/m.0156qk
https://cso.kmi.open.ac.uk/topics/psycholinguistics	http://sw.cyc.com/concept/Mx4rwRB8zZwpEbGdrcN5Y29ycA
https://cso.kmi.open.ac.uk/topics/continuous_wavelet_transform	http://dbpedia.org/resource/Continuous_wavelet_transform
https://cso.kmi.open.ac.uk/topics/continuous_wavelet_transform	http://www.wikidata.org/entity/Q2622756
https://cso.kmi.open.ac.uk/topics/continuous_wavelet_transform	http://rdf.freebase.com/ns/m.0328_k
https://cso.kmi.open.ac.uk/topics/continuous_wavelet_transform	http://yago-knowledge.org/resource/Continuous_wavelet_transform
